"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","1278","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"648","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"650","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"656","","","1","0","0353h","1","1","0","0","1","0","1","0","1","1","0","0","0","0"
"658","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"660","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"662","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"664","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"666","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"674","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"680","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"682","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"684","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"686","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"688","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"690","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"692","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"694","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"696","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"698","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"700","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"704","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"706","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"708","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"710","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"712","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"716","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"718","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"720","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"722","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"724","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"726","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"728","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"730","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"732","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"734","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"736","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"738","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"744","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"746","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"748","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"750","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"754","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"756","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"758","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"762","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"764","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"766","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"768","","","1","0","0353h","1","1","0","0","1","0","1","0","1","1","0","0","0","0"
"770","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"772","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"774","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
